temperature,humidity,wind_speed,vegetation,recent_fires,fire_detected
14.1,71,26,0.799,2,0
15.5,67,32,0.638,1,0
17.3,61,28,0.714,0,0
18.4,58,28,0.447,0,0
19.8,54,32,0.307,2,0
19.4,55,26,0.669,2,0
18.1,62,24,0.717,0,0
17.5,65,22,0.67,0,0
17.0,68,20,0.371,0,0
16.6,70,20,0.677,1,0
16.3,73,17,0.684,2,0
15.5,75,11,0.629,0,0
14.6,76,6,0.683,2,0
14.8,76,6,0.723,2,0
14.9,78,13,0.607,2,0
15.7,77,17,0.344,0,0
14.6,89,9,0.544,1,0
14.9,90,4,0.339,0,0
14.4,90,9,0.504,2,0
15.2,84,11,0.504,0,0
15.3,82,13,0.333,0,0
15.7,79,15,0.474,2,0
17.0,76,17,0.355,2,0
19.3,69,17,0.704,0,0
22.2,58,15,0.774,0,0
24.9,47,22,0.336,0,0
24.1,47,22,0.778,0,0
24.8,44,30,0.561,1,0
25.4,44,22,0.45,0,0
26.6,41,24,0.338,1,0
27.4,37,28,0.55,2,0
27.8,37,26,0.697,1,0
27.3,37,26,0.654,2,0
26.7,38,11,0.325,1,0
26.4,40,20,0.336,2,0
20.5,73,4,0.501,0,0
19.3,80,13,0.448,1,0
19.4,74,24,0.416,1,0
19.5,71,30,0.441,2,0
19.0,62,28,0.702,2,0
18.9,55,35,0.765,1,0
17.4,43,30,0.503,2,0
15.4,55,37,0.753,0,0
14.5,57,37,0.461,1,0
13.5,60,33,0.538,0,0
11.9,52,37,0.413,1,0
10.9,54,48,0.62,0,0
10.2,51,43,0.789,1,0
10.2,45,44,0.602,2,0
10.9,43,41,0.479,1,0
11.5,42,30,0.624,0,0
12.0,41,37,0.361,1,0
12.2,42,32,0.744,0,0
12.6,41,35,0.552,0,0
12.7,40,30,0.525,0,0
11.6,41,32,0.593,2,0
11.1,41,24,0.612,1,0
9.5,42,24,0.336,0,0
8.5,41,28,0.641,2,0
7.4,41,19,0.421,0,0
6.1,43,17,0.657,1,0
5.4,46,11,0.711,2,0
3.9,53,17,0.702,0,0
2.9,56,13,0.576,0,0
2.4,55,15,0.56,0,0
0.9,58,15,0.371,1,0
1.1,55,11,0.688,2,0
0.4,58,9,0.436,2,0
-1.0,64,11,0.548,2,0
0.9,59,9,0.442,0,0
2.5,53,13,0.367,2,0
3.3,51,11,0.615,0,0
4.5,47,9,0.327,1,0
5.3,47,9,0.674,2,0
6.9,48,6,0.459,0,0
7.3,43,11,0.3,2,0
8.6,43,15,0.556,2,0
9.3,41,7,0.323,1,0
10.4,38,11,0.438,2,0
10.3,37,9,0.653,1,0
10.2,36,13,0.331,2,0
10.0,33,7,0.72,2,0
8.4,42,9,0.302,2,0
7.6,44,7,0.423,2,0
7.9,42,4,0.67,2,0
8.4,41,0,0.458,2,0
6.8,51,6,0.351,1,0
6.5,52,4,0.48,1,0
5.5,55,6,0.435,0,0
3.3,64,7,0.721,2,0
4.4,57,4,0.457,1,0
3.4,62,0,0.694,2,0
3.4,63,4,0.746,2,0
4.7,67,4,0.517,1,0
7.1,59,4,0.755,2,0
8.6,50,7,0.489,1,0
11.8,43,7,0.782,1,0
14.0,37,13,0.345,0,0
15.8,35,19,0.644,0,0
16.6,35,15,0.547,0,0
18.4,33,20,0.494,0,0
19.3,33,17,0.616,2,0
20.2,34,28,0.652,2,0
20.7,33,26,0.302,0,0
20.0,36,24,0.383,1,0
18.7,39,22,0.657,1,0
18.0,40,15,0.633,1,0
16.6,45,17,0.783,1,0
16.1,46,11,0.681,2,0
13.9,54,13,0.775,1,0
12.6,58,9,0.651,1,0
12.5,50,19,0.449,0,0
10.9,53,19,0.353,1,0
9.9,55,20,0.691,2,0
9.1,59,15,0.622,1,0
8.8,58,19,0.324,1,0
8.7,52,22,0.48,2,0
7.8,56,28,0.778,0,0
6.9,63,22,0.55,2,0
6.1,72,26,0.516,0,0
6.3,71,19,0.529,1,0
6.6,70,24,0.404,0,0
6.9,66,20,0.484,0,0
7.2,68,26,0.485,0,0
7.5,68,24,0.326,1,0
9.6,64,24,0.684,0,0
9.5,64,24,0.508,0,0
8.4,68,33,0.711,1,0
7.8,70,26,0.725,2,0
7.4,73,28,0.406,2,0
7.0,77,26,0.629,2,0
6.9,79,24,0.536,1,0
6.6,81,17,0.74,1,0
6.5,81,17,0.408,2,0
6.6,81,20,0.639,0,0
6.3,83,19,0.604,2,0
6.4,85,15,0.448,1,0
5.7,86,19,0.368,0,0
5.5,86,20,0.626,0,0
5.7,85,13,0.669,1,0
6.0,84,7,0.458,0,0
6.2,82,15,0.622,2,0
6.4,81,17,0.498,1,0
6.2,82,17,0.657,1,0
5.5,86,19,0.4,1,0
5.5,86,17,0.745,1,0
5.6,86,11,0.444,0,0
5.5,86,15,0.484,1,0
6.1,85,19,0.329,1,0
6.1,86,19,0.356,0,0
5.7,85,17,0.558,1,0
5.3,82,19,0.434,0,0
4.8,86,17,0.718,0,0
3.8,86,24,0.307,1,0
3.4,84,20,0.49,2,0
2.6,86,24,0.469,1,0
2.6,85,26,0.31,2,0
1.9,86,19,0.362,0,0
1.6,87,13,0.507,2,0
1.5,86,24,0.546,1,0
1.4,87,17,0.502,1,0
0.6,89,13,0.565,2,0
0.8,89,15,0.598,1,0
1.2,90,11,0.305,2,0
1.8,86,19,0.532,0,0
1.9,85,19,0.782,2,0
2.4,81,20,0.56,2,0
2.8,75,20,0.639,2,0
3.3,73,28,0.456,2,0
4.0,74,22,0.687,0,0
4.6,71,22,0.686,0,0
5.0,68,24,0.561,0,0
5.2,67,20,0.788,2,0
5.9,65,22,0.363,0,0
6.0,63,28,0.308,1,0
6.4,64,22,0.685,0,0
6.3,63,26,0.704,2,0
6.5,63,24,0.36,1,0
6.1,67,32,0.433,2,0
5.3,66,32,0.309,1,0
4.3,68,35,0.447,2,0
2.8,75,32,0.687,2,0
2.0,82,41,0.559,1,0
1.9,82,46,0.474,0,0
1.1,85,44,0.486,1,0
1.1,85,44,0.301,1,0
1.7,84,52,0.45,1,0
2.0,82,44,0.623,1,0
1.9,86,46,0.787,1,0
2.1,84,52,0.724,2,0
2.3,82,48,0.312,2,0
2.8,84,48,0.749,0,0
3.1,84,44,0.692,0,0
3.7,83,46,0.69,1,0
4.1,84,48,0.529,0,0
4.6,83,46,0.499,0,0
5.0,83,41,0.451,1,0
5.3,80,44,0.333,2,0
5.7,79,43,0.414,2,0
5.6,80,39,0.423,0,0
5.9,81,35,0.542,2,0
5.9,80,43,0.674,2,0
5.4,86,39,0.537,0,0
5.7,86,41,0.329,1,0
5.6,86,37,0.779,0,0
5.5,88,19,0.771,0,0
5.6,89,9,0.693,0,0
5.7,90,13,0.796,1,0
6.7,90,7,0.572,1,0
6.1,89,6,0.781,1,0
7.0,90,15,0.338,1,0
7.5,80,19,0.483,0,0
7.1,76,19,0.413,2,0
6.8,79,19,0.398,0,0
5.5,84,13,0.37,1,0
6.6,82,13,0.611,2,0
7.7,64,17,0.691,0,0
7.2,66,19,0.589,2,0
8.8,59,26,0.373,1,0
8.9,69,17,0.706,2,0
8.0,62,24,0.618,2,0
8.0,59,28,0.494,1,0
8.4,64,19,0.637,2,0
8.1,55,32,0.43,0,0
8.0,59,28,0.473,2,0
7.7,60,20,0.759,0,0
7.1,61,19,0.445,2,0
6.9,61,28,0.535,2,0
6.6,62,20,0.745,1,0
6.0,61,24,0.654,1,0
5.4,64,19,0.331,0,0
4.9,68,19,0.374,1,0
5.5,64,19,0.304,1,0
4.5,71,13,0.615,1,0
4.4,71,15,0.524,1,0
4.8,70,15,0.367,1,0
4.5,73,13,0.779,0,0
5.2,70,20,0.565,0,0
5.5,71,19,0.421,1,0
4.9,79,19,0.55,1,0
5.1,86,15,0.64,0,0
6.1,80,9,0.338,2,0
7.8,70,17,0.437,0,0
8.0,65,20,0.703,2,0
8.7,55,20,0.53,1,0
9.8,57,19,0.573,1,0
7.7,60,15,0.516,0,0
8.8,48,17,0.322,1,0
8.8,48,22,0.383,2,0
8.0,50,22,0.523,2,0
7.3,60,17,0.405,0,0
7.3,59,17,0.325,2,0
7.0,61,13,0.722,0,0
6.2,65,9,0.791,0,0
6.0,66,9,0.697,2,0
5.8,71,7,0.727,2,0
4.9,72,9,0.421,2,0
3.7,74,7,0.78,2,0
3.5,74,11,0.398,2,0
2.7,74,7,0.776,2,0
2.6,75,9,0.797,2,0
3.2,76,4,0.656,1,0
5.5,72,7,0.791,0,0
6.2,68,7,0.585,0,0
6.9,60,7,0.43,2,0
8.8,55,11,0.518,0,0
9.6,52,7,0.597,2,0
9.8,52,13,0.337,1,0
10.3,52,13,0.611,0,0
11.0,45,17,0.791,0,0
11.2,44,19,0.395,1,0
11.4,43,19,0.696,1,0
11.0,51,15,0.754,1,0
8.6,80,19,0.772,0,0
8.3,83,15,0.78,0,0
8.1,85,7,0.561,1,0
8.0,88,9,0.789,1,0
7.6,88,6,0.679,1,0
6.9,90,13,0.381,1,0
5.8,89,22,0.538,1,0
4.8,86,15,0.659,2,0
4.7,87,15,0.424,1,0
4.4,83,22,0.62,2,0
4.2,80,24,0.633,0,0
3.3,76,26,0.381,0,0
2.5,74,28,0.583,2,0
1.8,71,32,0.686,1,0
2.3,69,26,0.549,0,0
2.7,65,32,0.306,1,0
3.7,61,30,0.305,1,0
3.0,61,30,0.479,2,0
2.7,61,35,0.763,0,0
2.7,57,37,0.414,0,0
1.9,59,37,0.617,2,0
2.5,57,30,0.411,1,0
2.1,55,30,0.461,1,0
1.7,55,33,0.724,0,0
1.0,54,28,0.664,2,0
0.7,53,22,0.348,2,0
0.5,56,24,0.514,1,0
0.2,58,19,0.315,1,0
0.2,55,20,0.54,2,0
0.3,55,17,0.631,0,0
0.2,57,17,0.359,1,0
-0.2,55,19,0.444,2,0
-0.4,56,22,0.499,2,0
-0.8,53,17,0.76,2,0
-1.3,52,24,0.797,0,0
-1.5,54,26,0.322,1,0
-2.1,52,22,0.681,1,0
-1.3,52,30,0.486,1,0
-0.4,48,24,0.496,0,0
0.6,46,32,0.677,1,0
2.0,50,28,0.759,1,0
3.9,36,24,0.775,1,0
5.0,34,30,0.589,1,0
5.4,29,32,0.479,0,0
6.4,28,24,0.694,2,0
7.2,27,35,0.426,2,0
7.4,26,30,0.582,1,0
7.7,25,28,0.479,1,0
7.2,25,24,0.628,1,0
6.1,27,19,0.42,0,0
4.1,34,11,0.396,1,0
2.3,41,11,0.759,0,0
1.9,41,9,0.351,1,0
0.8,47,6,0.553,1,0
0.8,49,7,0.41,2,0
1.3,47,11,0.319,1,0
1.3,52,11,0.318,0,0
0.8,53,13,0.388,2,0
-0.1,57,9,0.733,0,0
0.9,42,19,0.441,2,0
1.2,38,20,0.775,0,0
1.8,35,26,0.591,2,0
2.6,34,19,0.518,0,0
4.3,30,19,0.59,0,0
5.5,28,26,0.558,1,0
6.2,27,24,0.679,2,0
7.4,27,24,0.441,2,0
8.4,24,32,0.477,1,0
8.7,22,22,0.747,0,0
9.0,21,32,0.773,0,0
9.2,21,28,0.746,2,0
9.0,22,30,0.51,0,0
8.1,23,28,0.69,2,0
6.9,25,20,0.538,2,0
6.3,27,15,0.549,0,0
5.4,29,19,0.402,0,0
5.1,31,15,0.596,0,0
4.1,34,13,0.393,1,0
3.3,36,9,0.466,2,0
2.2,41,6,0.728,0,0
3.2,36,0,0.404,1,0
2.4,42,0,0.336,0,0
0.7,48,4,0.335,2,0
-0.7,63,4,0.77,1,0
3.0,59,0,0.553,2,0
6.0,38,0,0.505,0,0
6.6,39,11,0.705,0,0
7.2,37,7,0.718,0,0
7.6,35,7,0.466,1,0
9.3,35,0,0.647,1,0
10.1,39,6,0.686,1,0
12.4,31,11,0.627,1,0
12.4,34,7,0.376,0,0
12.5,31,15,0.738,0,0
12.9,31,9,0.57,0,0
12.7,30,9,0.441,1,0
12.5,31,13,0.513,1,0
12.2,33,11,0.319,0,0
12.1,35,11,0.364,0,0
12.2,33,13,0.683,1,0
12.0,34,11,0.3,2,0
11.1,40,6,0.508,0,0
11.4,39,11,0.561,0,0
10.8,44,19,0.327,0,0
9.7,57,7,0.787,1,0
8.8,68,15,0.413,0,0
8.4,72,17,0.452,0,0
7.8,83,24,0.452,0,0
7.8,87,24,0.415,0,0
7.9,87,13,0.301,0,0
8.0,87,17,0.665,2,0
8.4,90,13,0.783,2,0
9.2,86,6,0.412,0,0
9.5,84,6,0.632,0,0
10.9,82,7,0.671,0,0
10.6,81,0,0.724,0,0
11.0,81,0,0.511,1,0
10.4,84,9,0.451,1,0
9.9,87,9,0.463,1,0
10.0,90,7,0.656,2,0
9.7,90,7,0.708,0,0
9.6,91,9,0.391,1,0
9.3,92,6,0.485,0,0
9.2,92,9,0.751,0,0
9.1,92,6,0.703,2,0
9.1,92,6,0.792,2,0
9.0,93,6,0.677,1,0
8.6,95,6,0.497,1,0
8.8,93,4,0.595,2,0
8.8,93,4,0.631,2,0
8.6,93,9,0.339,0,0
8.4,93,13,0.572,0,0
8.6,93,11,0.655,1,0
8.4,93,17,0.384,1,0
8.4,92,15,0.69,2,0
8.9,90,13,0.592,1,0
9.5,89,13,0.776,0,0
10.3,86,13,0.321,2,0
11.2,81,13,0.433,0,0
11.8,79,17,0.601,2,0
13.0,74,11,0.448,2,0
14.0,72,19,0.657,0,0
14.9,68,19,0.68,1,0
15.4,65,17,0.351,1,0
15.4,66,15,0.557,1,0
15.2,66,15,0.554,1,0
14.2,71,11,0.485,0,0
14.2,66,17,0.766,2,0
13.5,68,19,0.714,0,0
11.9,81,19,0.649,1,0
11.6,83,17,0.657,1,0
11.4,85,15,0.531,0,0
11.4,83,17,0.76,2,0
11.2,83,15,0.647,0,0
11.1,83,17,0.664,0,0
11.0,84,13,0.731,0,0
11.4,82,13,0.437,2,0
11.7,81,15,0.704,0,0
12.4,79,15,0.398,0,0
13.6,77,17,0.473,1,0
14.2,75,13,0.468,0,0
15.4,72,11,0.789,1,0
15.7,70,15,0.728,1,0
15.9,71,13,0.651,1,0
16.2,70,11,0.664,2,0
16.2,71,7,0.581,1,0
16.5,72,13,0.774,0,0
16.4,72,6,0.548,0,0
15.8,78,7,0.49,1,0
15.7,76,6,0.382,1,0
15.1,77,11,0.693,0,0
14.2,80,13,0.667,1,0
13.8,79,11,0.492,2,0
13.8,80,11,0.313,1,0
13.5,83,13,0.719,2,0
13.3,85,17,0.306,2,0
13.1,87,13,0.652,2,0
13.2,88,11,0.785,1,0
13.1,88,6,0.519,2,0
13.2,88,6,0.417,2,0
13.3,88,11,0.652,1,0
13.6,88,7,0.709,2,0
13.7,90,6,0.573,1,0
13.5,90,11,0.784,0,0
13.8,89,11,0.326,2,0
14.6,86,7,0.552,1,0
15.3,82,0,0.659,0,0
16.0,80,9,0.731,2,0
16.0,80,9,0.39,2,0
16.9,78,9,0.7,1,0
16.6,79,7,0.576,0,0
17.1,76,7,0.498,1,0
17.4,75,4,0.366,2,0
15.9,83,9,0.733,2,0
15.4,88,9,0.379,2,0
14.0,76,32,0.455,2,0
11.0,68,30,0.445,0,0
10.2,68,17,0.736,0,0
8.4,74,4,0.636,1,0
7.9,73,11,0.698,1,0
7.7,72,11,0.425,1,0
6.5,71,15,0.612,2,0
5.7,68,11,0.586,1,0
5.2,66,17,0.716,0,0
5.9,63,15,0.753,1,0
6.5,60,19,0.306,1,0
7.6,60,17,0.637,0,0
8.3,59,9,0.326,0,0
9.4,57,11,0.574,2,0
10.8,50,13,0.444,0,0
11.8,45,11,0.453,0,0
12.8,39,13,0.476,1,0
14.4,35,7,0.611,0,0
15.4,32,6,0.467,2,0
16.0,28,17,0.666,1,0
15.9,30,9,0.502,2,0
15.7,28,11,0.334,0,0
14.7,29,0,0.692,2,0
12.8,36,4,0.443,2,0
12.6,34,6,0.516,0,0
13.1,30,9,0.643,0,0
12.7,29,13,0.466,1,0
12.1,31,9,0.328,1,0
10.9,35,15,0.487,1,0
7.8,46,13,0.772,0,0
7.0,53,17,0.621,2,0
6.6,48,17,0.636,2,0
6.2,50,20,0.616,1,0
7.3,48,22,0.399,1,0
8.2,47,22,0.509,0,0
9.8,47,17,0.675,2,0
11.0,44,20,0.351,1,0
12.3,39,15,0.439,0,0
13.8,29,15,0.438,1,0
14.7,30,6,0.516,0,0
15.0,33,7,0.79,2,0
15.7,29,9,0.334,0,0
16.6,26,6,0.559,1,0
16.6,27,7,0.39,1,0
16.6,29,11,0.785,2,0
16.1,27,11,0.357,2,0
14.4,33,9,0.502,1,0
13.1,37,9,0.669,1,0
12.3,40,6,0.652,1,0
11.7,40,0,0.511,2,0
11.1,40,0,0.473,1,0
9.9,45,0,0.499,2,0
6.9,63,0,0.432,1,0
5.2,65,4,0.403,0,0
4.6,70,4,0.542,0,0
5.1,73,0,0.434,1,0
5.7,69,4,0.444,0,0
8.2,71,6,0.628,2,0
12.3,45,4,0.784,0,0
14.0,41,7,0.602,0,0
16.0,27,7,0.338,2,0
17.1,20,13,0.338,0,0
17.8,24,7,0.776,0,0
18.9,21,13,0.449,1,0
19.7,22,13,0.346,2,0
20.1,20,19,0.6,2,0
20.6,21,7,0.612,1,0
20.9,21,11,0.624,1,0
21.0,20,13,0.434,0,0
20.7,18,13,0.308,0,0
19.9,20,11,0.783,0,0
19.2,21,13,0.425,1,0
18.7,21,15,0.638,2,0
18.1,23,17,0.653,0,0
17.6,26,15,0.605,1,0
16.1,34,11,0.456,2,0
16.0,47,15,0.436,1,0
14.8,53,4,0.599,0,0
15.2,56,6,0.733,1,0
14.2,78,17,0.773,1,0
13.7,80,19,0.353,1,0
12.6,86,22,0.377,1,0
12.2,87,24,0.772,2,0
11.6,87,26,0.668,0,0
11.1,87,32,0.741,2,0
10.9,87,26,0.401,1,0
11.0,89,20,0.594,1,0
11.1,89,19,0.651,0,0
11.5,88,17,0.64,0,0
11.7,89,19,0.504,2,0
12.0,88,17,0.308,2,0
12.2,88,15,0.591,0,0
12.2,88,9,0.427,2,0
12.1,89,11,0.525,1,0
12.3,89,6,0.779,1,0
12.1,90,9,0.5,0,0
12.2,90,6,0.72,2,0
12.3,90,6,0.394,1,0
12.4,91,4,0.636,0,0
12.5,91,0,0.789,2,0
12.6,91,0,0.351,1,0
12.8,91,6,0.304,2,0
12.9,91,6,0.517,2,0
13.0,91,6,0.346,2,0
13.5,91,9,0.674,0,0
13.7,91,13,0.757,1,0
14.3,89,15,0.517,0,0
14.3,88,17,0.429,1,0
14.0,89,9,0.517,1,0
14.9,84,17,0.662,0,0
16.1,83,9,0.305,0,0
16.1,75,19,0.595,1,0
17.4,71,15,0.607,1,0
17.9,65,15,0.619,1,0
19.0,61,13,0.421,2,0
19.2,57,13,0.657,1,0
18.9,57,7,0.346,0,0
16.8,67,20,0.4,0,0
16.3,70,11,0.739,0,0
15.9,73,7,0.669,1,0
15.4,68,11,0.307,1,0
14.3,72,13,0.424,2,0
11.9,79,4,0.407,2,0
12.2,78,15,0.435,0,0
11.6,82,6,0.424,2,0
11.0,85,7,0.331,2,0
11.4,85,6,0.529,0,0
11.4,85,11,0.666,1,0
10.9,83,17,0.603,2,0
10.2,82,22,0.636,1,0
8.9,83,20,0.341,0,0
9.0,79,20,0.776,0,0
9.0,76,26,0.719,2,0
9.3,76,28,0.703,0,0
10.5,72,28,0.711,0,0
10.0,73,30,0.766,0,0
10.4,74,26,0.572,2,0
10.1,75,30,0.4,2,0
10.5,70,28,0.608,2,0
10.2,75,19,0.671,0,0
10.2,71,26,0.669,1,0
9.8,77,19,0.561,0,0
9.5,80,15,0.334,2,0
9.4,77,20,0.486,1,0
9.2,75,20,0.76,1,0
9.2,70,24,0.592,2,0
9.0,66,17,0.569,1,0
8.7,66,15,0.434,1,0
8.4,69,22,0.484,2,0
7.3,77,17,0.748,1,0
7.3,71,19,0.633,1,0
7.3,70,7,0.694,2,0
7.5,71,7,0.527,1,0
8.7,67,17,0.615,1,0
9.5,61,19,0.424,1,0
11.3,57,19,0.653,1,0
11.7,50,19,0.514,2,0
13.1,45,22,0.521,0,0
14.6,34,24,0.625,0,0
15.3,32,22,0.768,1,0
16.4,30,20,0.332,2,0
17.6,28,32,0.712,2,0
17.1,27,26,0.446,1,0
17.8,26,26,0.522,0,0
17.6,26,22,0.311,1,0
16.8,26,22,0.451,2,0
15.1,29,13,0.551,2,0
12.1,37,11,0.328,0,0
10.2,42,9,0.546,2,0
7.7,53,9,0.764,2,0
7.8,54,9,0.353,2,0
7.1,58,9,0.682,0,0
9.8,47,7,0.505,2,0
8.5,51,0,0.628,1,0
7.0,59,4,0.43,0,0
7.9,53,11,0.38,1,0
7.3,54,6,0.38,1,0
9.4,50,7,0.335,0,0
11.1,55,11,0.393,1,0
12.9,49,11,0.632,0,0
14.6,51,13,0.741,1,0
16.7,45,15,0.707,0,0
18.6,38,20,0.643,2,0
20.4,36,22,0.355,2,0
22.0,34,24,0.445,1,0
22.4,36,28,0.455,2,0
23.9,34,26,0.425,0,0
23.6,36,22,0.558,1,0
22.8,37,20,0.568,2,0
22.8,33,17,0.478,2,0
22.0,36,20,0.477,1,0
20.7,42,0,0.714,2,0
19.3,47,11,0.695,2,0
18.4,54,6,0.454,1,0
16.6,63,6,0.757,2,0
16.5,65,7,0.776,2,0
16.0,68,7,0.463,2,0
15.9,70,6,0.477,2,0
15.4,75,6,0.553,1,0
15.1,76,11,0.771,0,0
14.1,84,6,0.738,0,0
14.1,86,11,0.351,2,0
14.2,87,13,0.496,2,0
14.5,87,11,0.577,0,0
15.7,81,13,0.552,2,0
17.0,74,9,0.397,0,0
17.2,68,17,0.729,1,0
18.1,62,13,0.638,1,0
19.5,51,11,0.719,1,0
19.6,43,20,0.729,1,0
20.0,39,11,0.674,1,0
20.9,33,11,0.52,1,0
20.4,34,15,0.605,0,0
19.7,38,17,0.38,2,0
18.8,42,13,0.637,0,0
16.8,48,11,0.39,1,0
13.4,63,7,0.647,2,0
12.7,65,7,0.415,2,0
13.3,64,0,0.359,1,0
11.8,71,6,0.383,1,0
12.8,68,6,0.301,1,0
12.0,71,4,0.659,1,0
12.0,71,0,0.666,1,0
8.2,82,4,0.557,1,0
8.3,84,0,0.381,2,0
12.0,79,0,0.342,1,0
15.6,67,0,0.31,1,0
17.1,61,6,0.383,2,0
19.2,50,6,0.745,0,0
20.1,45,11,0.421,1,0
21.2,42,13,0.477,2,0
21.9,41,17,0.353,2,0
22.0,39,17,0.411,0,0
23.2,39,0,0.56,1,0
23.2,41,9,0.604,1,0
23.4,43,9,0.423,1,0
23.5,46,6,0.329,2,0
22.9,51,9,0.496,1,0
21.5,56,15,0.417,1,0
19.8,63,17,0.41,1,0
18.3,69,15,0.78,1,0
17.5,73,6,0.608,0,0
17.5,75,7,0.578,0,0
16.0,78,11,0.508,0,0
16.6,75,6,0.514,1,0
15.8,82,9,0.57,1,0
15.9,83,11,0.648,2,0
16.0,83,11,0.651,2,0
15.9,82,11,0.386,2,0
16.3,80,9,0.55,1,0
16.4,85,7,0.506,0,0
17.3,80,11,0.735,0,0
18.7,77,9,0.616,0,0
20.7,70,7,0.566,1,0
20.3,68,11,0.358,0,0
20.7,70,13,0.603,2,0
20.1,71,20,0.359,2,0
19.2,74,19,0.469,0,0
17.8,85,9,0.371,2,0
18.2,84,15,0.646,0,0
18.2,83,17,0.403,0,0
17.9,84,19,0.496,2,0
17.4,86,17,0.748,2,0
17.0,85,17,0.402,2,0
16.6,85,15,0.554,2,0
15.9,86,11,0.51,0,0
15.4,87,11,0.309,2,0
14.6,88,4,0.696,2,0
13.9,88,6,0.335,1,0
13.9,88,6,0.537,2,0
13.3,88,0,0.58,2,0
12.9,88,6,0.614,0,0
13.0,88,0,0.644,0,0
13.8,89,11,0.427,1,0
15.0,87,9,0.305,2,0
17.5,79,9,0.662,2,0
20.1,69,13,0.568,2,0
21.9,61,15,0.718,2,0
22.0,57,20,0.711,2,0
22.9,52,11,0.722,2,0
23.4,50,15,0.543,1,0
17.9,74,19,0.467,2,0
19.3,56,32,0.696,2,0
18.7,58,33,0.526,2,0
17.6,64,22,0.392,1,0
18.2,63,26,0.727,2,0
17.6,64,22,0.741,1,0
17.1,63,17,0.533,0,0
14.2,61,17,0.338,2,0
13.3,60,20,0.494,1,0
11.5,57,22,0.702,0,0
10.0,61,24,0.751,1,0
9.8,59,24,0.402,1,0
8.3,63,15,0.333,0,0
7.3,67,15,0.739,2,0
6.6,69,9,0.495,2,0
6.0,70,11,0.571,1,0
8.5,63,9,0.784,0,0
10.2,56,15,0.333,2,0
10.7,56,15,0.624,1,0
11.3,53,22,0.337,0,0
12.2,50,26,0.488,1,0
13.9,46,22,0.702,0,0
14.3,43,17,0.517,2,0
15.4,36,26,0.799,2,0
15.3,38,20,0.58,1,0
15.8,35,24,0.461,2,0
15.8,34,30,0.41,2,0
15.7,36,24,0.475,0,0
15.1,37,20,0.486,2,0
14.1,39,13,0.334,0,0
13.8,40,7,0.485,0,0
12.4,47,6,0.532,1,0
10.1,58,0,0.661,0,0
9.9,66,7,0.628,2,0
10.4,58,13,0.654,0,0
9.9,60,7,0.304,0,0
9.2,62,9,0.409,1,0
8.6,63,11,0.631,2,0
8.6,61,9,0.542,2,0
7.7,65,9,0.303,2,0
10.1,63,11,0.702,0,0
11.2,57,20,0.686,2,0
13.0,57,15,0.574,2,0
14.4,52,17,0.333,0,0
16.4,46,22,0.683,1,0
18.1,45,17,0.592,1,0
18.3,39,20,0.691,0,0
19.7,25,22,0.676,1,0
20.1,31,22,0.702,1,0
20.8,28,20,0.559,1,0
20.5,27,19,0.37,2,0
20.9,30,17,0.636,1,0
20.4,34,13,0.61,2,0
17.7,41,9,0.671,1,0
16.6,44,4,0.385,2,0
14.4,54,6,0.397,0,0
14.4,53,6,0.745,0,0
14.0,58,6,0.675,1,0
13.8,63,6,0.754,2,0
14.2,60,9,0.679,0,0
13.1,73,7,0.599,0,0
13.3,67,9,0.627,0,0
13.1,67,9,0.745,0,0
11.8,69,7,0.589,1,0
13.8,64,6,0.616,2,0
14.7,59,9,0.378,0,0
17.3,51,9,0.537,1,0
19.1,44,7,0.658,0,0
21.0,43,4,0.435,0,0
22.3,41,11,0.401,0,0
23.4,37,19,0.457,0,0
24.1,33,15,0.421,1,0
25.4,32,15,0.407,2,0
25.6,32,15,0.512,1,0
25.8,30,15,0.754,1,0
26.0,30,15,0.554,1,0
25.2,30,11,0.394,0,0
24.3,34,11,0.338,2,0
23.5,37,6,0.648,0,0
21.6,42,9,0.491,1,0
21.9,37,7,0.711,0,0
18.2,54,4,0.63,2,0
18.3,50,0,0.698,2,0
16.9,57,6,0.436,0,0
16.1,61,6,0.646,1,0
16.8,58,9,0.432,0,0
14.8,68,6,0.77,1,0
14.7,70,6,0.618,2,0
17.1,60,4,0.462,0,0
18.7,55,7,0.435,2,0
20.4,49,7,0.395,1,0
22.2,45,11,0.647,1,0
24.8,37,11,0.409,0,0
26.8,38,11,0.598,0,0
28.6,33,13,0.432,0,0
29.5,32,9,0.631,2,0
30.9,30,11,0.707,1,1
30.9,29,4,0.689,1,1
31.2,28,4,0.68,2,1
30.8,29,13,0.394,0,0
29.2,34,15,0.344,0,0
26.9,40,11,0.649,2,0
25.9,41,11,0.484,1,0
24.0,46,11,0.516,1,0
23.9,47,17,0.316,1,0
23.6,46,15,0.43,1,0
22.2,49,11,0.317,2,0
19.3,59,9,0.74,1,0
18.7,64,7,0.422,2,0
18.5,65,0,0.579,0,0
18.2,67,9,0.319,2,0
18.8,65,13,0.633,1,0
20.4,61,6,0.462,0,0
21.8,56,11,0.749,2,0
24.0,44,19,0.744,2,0
24.8,42,24,0.463,2,0
25.5,39,20,0.75,0,0
26.7,37,22,0.798,2,0
28.0,31,24,0.713,1,0
28.4,28,26,0.722,0,0
28.8,29,26,0.425,0,0
28.9,29,33,0.588,2,0
28.2,29,30,0.334,1,0
